date,ticker,held,close,state,zone_lo,zone_hi,poc,pct_in_profit,wk_circle,wk_score,wk_weeks,monthly_up,vh_status,whale,absorption,divergence,shelf_stable,conv_score,conv_tier,gates_ok,gates_failed,ftag,rs12_rank,origin,whale_rank,candle
2026-07-14,CRWD,0,187.91,ACCUMULATE,184.76,194.18,104.629,91.61,RED,4,10,1,BREAKOUT,0,0,0,1,68,STARTER,1,,F:2/2,8,owner-request,10,YELLOW
2026-07-14,CRWV,0,83.31,CAUTION,81.1,85.24,117.292,19.23,WHITE,1,1,0,BREAKDOWN,1,1,0,1,18,fails,0,G2 trend;G3 leader;G4 basis,F:2/2,,shadow-screen,,YELLOW
2026-07-14,CSCO,0,119.25,ACCUMULATE,116.15,122.07,77.9846,81.88,RED,4,64,1,,0,0,0,1,73,STARTER,1,,F:2/3,,shadow-screen,,NEUTRAL
2026-07-14,CSPX,1,813.67,ACCUMULATE,788.92,829.17,805.023,97.52,RED,4,14,1,BREAKOUT,0,1,0,1,60,fails,0,G3 leader,F:—,14,holding,4,RED
2026-07-14,CVX,0,182.2,ACCUMULATE,178.07,187.16,189.832,50.24,RED,3,1,1,BREAKDOWN,0,0,0,0,38,fails,0,G3 leader;G4 basis,F:1/3,,shadow-screen,,RED
2026-07-14,D05,0,71.01,ACCUMULATE,68.32,71.81,57.3773,99.9,RED,4,65,1,BREAKOUT,0,0,0,0,75,CONVICTION,1,,F:—,7,owner-request,19,RED
2026-07-14,DDOG,0,260.24,HOLD,227.86,239.49,127.455,93.47,RED,4,11,1,BREAKOUT,0,0,1,0,72,STARTER,1,,F:2/2,,owner-request,,RED
2026-07-14,DELL,0,427.11,HOLD,404.82,425.47,118.395,90.23,RED,4,20,1,BREAKOUT,0,0,0,0,69,STARTER,1,,F:2/2,,shadow-screen,,NEUTRAL
2026-07-14,DRAM,1,57.3,CAUTION,56.5,59.38,60.41,25.67,RED,3,15,0,,0,0,0,0,49,fails,0,G2 trend;G4 basis;G5 data,F:—,,holding,,YELLOW
2026-07-14,DUOL,0,132.34,CAUTION,96.87,101.82,98.8507,73.13,WHITE,0,49,0,,0,0,0,0,30,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,ETHA,0,13.37,CAUTION,12.98,13.65,16.0445,18.93,WHITE,0,33,0,BREAKDOWN,0,0,0,1,25,fails,0,G2 trend;G3 leader;G4 basis,F:0/2,,owner-request,,RED
2026-07-14,ETN,0,402.85,ACCUMULATE,395.93,416.13,404.007,67.98,RED,3,19,1,,0,0,0,1,57,fails,0,G3 leader;G4 basis,F:3/3,,shadow-screen,,YELLOW
2026-07-14,FCX,0,59.97,HOLD,56.29,59.17,61.3992,43.51,RED,3,33,1,BREAKDOWN,0,1,0,0,42,fails,0,G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,GE,0,353.42,HOLD,334.38,351.44,283.601,84.76,RED,4,8,1,BREAKDOWN,0,0,0,0,48,fails,0,G3 leader,F:3/3,,shadow-screen,,YELLOW
2026-07-14,GEV,0,1042.6,HOLD,982.23,1032.34,1065.33,70.78,RED,3,67,1,BREAKOUT,0,0,0,0,64,fails,0,G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,GLW,0,183.11,HOLD,156.62,164.61,188.579,58.09,RED,3,61,1,BREAKOUT,0,0,0,0,59,fails,0,G4 basis,F:3/3,,shadow-screen,,YELLOW
2026-07-14,GOOG,1,350.67,HOLD,332.15,349.1,360.33,65.13,RED,3,16,1,,0,1,0,0,50,fails,0,G1 size;G4 basis,F:2/2,,holding,,NEUTRAL
2026-07-14,GOOGL,0,352.51,HOLD,332.7,349.67,363.885,65.33,RED,3,16,1,,1,1,1,0,50,fails,0,G1 size;G4 basis,F:2/2,,shadow-screen,,NEUTRAL
2026-07-14,GRAB,0,3.94,BOTTOMING,3.55,3.73,3.6237,58.97,WHITE,0,28,0,BREAKOUT,0,0,0,0,25,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,GS,0,1045.91,ACCUMULATE,1029.86,1082.4,930.859,84.19,RED,4,16,1,BREAKOUT,0,0,0,1,63,STARTER,1,,F:2/2,,shadow-screen,,NEUTRAL
2026-07-14,HD,0,337.11,CAUTION,328.48,345.24,348.297,48.52,WHITE,0,20,0,BREAKDOWN,0,0,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,HIMS,0,34.38,ACCUMULATE,33.94,35.67,24.0908,73.99,RED,3,3,1,BREAKOUT,0,0,0,1,52,fails,0,G3 leader,F:2/2,20,owner-request,17,YELLOW
2026-07-14,HON,0,222.25,CAUTION,210.2,220.92,224.045,25.36,AMBER,2,3,0,,0,0,0,0,17,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,HOOD,0,109.86,HOLD,103.35,108.62,76.046,78.09,RED,3,3,1,BREAKOUT,0,0,0,0,39,fails,0,G3 leader,F:2/2,,owner-request,,RED
2026-07-14,IBIT,0,35.22,CAUTION,34.39,36.15,35.9225,13.7,WHITE,0,35,0,BREAKDOWN,1,1,0,1,18,fails,0,G2 trend;G3 leader;G4 basis,F:0/2,,owner-request,,NEUTRAL
2026-07-14,IBM,0,290.23,HOLD,269.76,283.52,248.024,73.23,RED,3,3,1,,0,0,1,0,43,fails,0,G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,INTC,0,103.12,HOLD,44.3,46.56,45.2035,55.17,RED,3,48,1,,0,0,0,0,60,fails,0,G1 size,F:1/3,,owner-request,,YELLOW
2026-07-14,INTU,0,289.76,CAUTION,259.23,272.46,264.525,29.09,WHITE,0,41,0,,0,1,0,0,22,fails,0,G2 trend;G3 leader,F:3/3,,shadow-screen,,RED
2026-07-14,IONQ,0,38.88,BOTTOMING,36.63,38.5,50.3,20.05,WHITE,1,1,0,BREAKOUT,0,0,0,0,17,fails,0,G2 trend;G3 leader;G4 basis,F:1/3,,shadow-screen,,YELLOW
2026-07-14,IOT,0,36.83,ACCUMULATE,36.42,38.28,31.8175,80.5,RED,3,2,1,,0,1,0,1,55,fails,0,G3 leader,F:2/2,19,owner-request,5,RED
2026-07-14,IREN,0,38.98,CAUTION,34.14,35.88,41.7894,12.08,WHITE,1,1,0,BREAKDOWN,0,0,0,0,33,fails,0,G2 trend;G4 basis,F:2/2,,shadow-screen,,YELLOW
2026-07-14,ISRG,0,407.12,CAUTION,395.41,415.59,403.484,14.4,WHITE,0,24,0,,1,1,0,1,22,fails,0,G2 trend;G3 leader,F:3/3,,shadow-screen,,NEUTRAL
2026-07-14,JNJ,0,257.77,ACCUMULATE,253,265.91,230.268,94.34,RED,4,53,1,BREAKOUT,0,0,0,1,68,STARTER,1,,F:2/3,,shadow-screen,,RED
2026-07-14,JPM,0,334.53,ACCUMULATE,325.7,342.32,310.152,93.91,RED,4,7,1,BREAKOUT,0,0,0,1,44,fails,0,G3 leader,F:2/3,15,owner-request,14,NEUTRAL
2026-07-14,KLAC,0,222.25,ACCUMULATE,217.06,228.13,146.195,73.61,RED,4,62,1,BREAKOUT,0,0,0,1,74,STARTER,1,,F:3/3,5,owner-request,9,YELLOW
2026-07-14,KO,0,84.25,HOLD,79.37,83.42,78.9962,98.45,RED,4,28,1,BREAKOUT,0,0,0,0,53,fails,0,G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,LIN,0,524.06,ACCUMULATE,503.4,529.08,497.007,92.92,RED,4,23,1,,0,0,0,0,62,fails,0,G3 leader,F:2/3,,shadow-screen,,YELLOW
2026-07-14,LITE,0,768.15,HOLD,699.41,735.1,871.238,44.5,RED,3,59,1,INSIDE,1,1,1,0,64,fails,0,G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,LLY,0,1181.87,ACCUMULATE,1127.8,1185.34,919.232,90.73,RED,4,10,1,,0,0,0,0,59,fails,1,,F:3/3,9,owner-request,20,YELLOW
2026-07-14,LRCX,0,329.92,ACCUMULATE,314.62,330.68,222.314,72.51,RED,4,59,1,BREAKOUT,1,1,0,1,70,fails,0,G1 size,F:3/3,3,owner-request,2,YELLOW
2026-07-14,MA,0,537.7,BOTTOMING,524.73,551.5,494.824,77.87,WHITE,1,27,1,BREAKOUT,0,0,0,1,43,fails,0,G2 trend;G3 leader,F:3/3,,owner-request,,RED
2026-07-14,MCD,0,272.61,CAUTION,264.49,277.99,276.096,9.17,WHITE,0,16,0,,1,1,0,1,17,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,NEUTRAL
2026-07-14,MCHP,0,84.23,HOLD,79.46,83.52,90.0586,46.59,RED,3,14,1,,0,0,0,0,42,fails,0,G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,MDB,0,337.97,HOLD,316.32,332.46,322.776,68.91,RED,3,6,1,BREAKDOWN,1,1,1,0,57,fails,1,,F:3/3,,owner-request,,YELLOW
2026-07-14,META,0,656.73,BOTTOMING,598.15,628.67,610.358,73.22,WHITE,1,36,1,BREAKOUT,0,0,0,0,25,fails,0,G1 size;G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,MPWR,0,1291.38,PULLBACK,1143.45,1201.79,1555.19,41.75,AMBER,2,1,1,BREAKDOWN,0,1,0,0,43,fails,0,G2 trend;G4 basis,F:3/3,,shadow-screen,,YELLOW
2026-07-14,MRK,0,124.03,ACCUMULATE,118.14,124.17,120.554,89.84,RED,4,37,1,,0,0,0,0,67,STARTER,1,,F:2/3,,shadow-screen,,YELLOW
2026-07-14,MRVL,0,217.53,HOLD,198.74,208.87,89.2744,50.74,RED,4,21,1,,0,0,1,0,60,fails,0,G1 size,F:3/3,,owner-request,,YELLOW
2026-07-14,MS,0,221.09,ACCUMULATE,217.31,228.4,190.879,90.25,RED,4,16,1,BREAKOUT,0,0,0,1,72,STARTER,1,,F:2/3,,shadow-screen,,NEUTRAL
2026-07-14,MSFT,0,390.99,CAUTION,378.15,397.44,371.614,34.82,WHITE,0,27,0,,1,1,1,1,10,fails,0,G1 size;G2 trend;G3 leader,F:3/3,,owner-request,,RED
2026-07-14,MSTR,0,92.1,CAUTION,93.03,97.77,125.827,9.89,WHITE,0,41,0,BREAKDOWN,1,1,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:0/2,,shadow-screen,,NEUTRAL
2026-07-14,MU,1,937,ACCUMULATE,909.66,956.07,415.428,69.31,RED,4,58,1,,0,0,0,1,70,fails,0,G1 size,F:3/3,1,holding,6,YELLOW
2026-07-14,NBIS,0,210.51,HOLD,157.34,165.36,96.2489,65.42,RED,4,24,1,BREAKOUT,0,0,0,0,74,STARTER,1,,F:2/2,,owner-request,,YELLOW
2026-07-14,NEE,0,88.38,ACCUMULATE,86.03,90.42,87.785,60.27,RED,3,4,1,INSIDE,1,0,1,1,57,fails,0,G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,NET,0,269.53,HOLD,237.86,249.99,198.205,97.28,RED,4,14,1,,0,0,0,0,67,STARTER,1,,F:2/2,,owner-request,,RED
2026-07-14,NFLX,0,73.83,CAUTION,72.25,75.93,93.3606,9.35,WHITE,0,35,0,BREAKDOWN,1,1,0,1,9,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,owner-request,,NEUTRAL
2026-07-14,NKE,0,43.76,CAUTION,42.04,44.18,42.8979,31.07,WHITE,0,41,0,BREAKDOWN,1,1,0,1,22,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,NOW,0,111.26,CAUTION,99.1,104.16,101.126,70.09,WHITE,0,51,0,,0,0,0,0,23,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,NVDA,1,203.53,ACCUMULATE,195.86,205.86,182.93,68.86,RED,3,3,1,BREAKOUT,0,0,0,1,40,fails,0,G1 size;G3 leader,F:3/3,13,holding,13,RED
2026-07-14,NVO,0,49.28,BOTTOMING,46.88,49.27,44.0682,72.86,AMBER,2,1,0,BREAKOUT,0,0,0,0,37,fails,0,G2 trend;G3 leader,F:—,,owner-request,,RED
2026-07-14,NXPI,0,278.39,HOLD,232.14,243.99,294.045,50.4,RED,3,12,1,,0,0,0,0,42,fails,0,G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,ON,0,90.37,HOLD,59.69,62.73,60.9055,46.4,RED,3,32,1,BREAKOUT,0,1,0,0,62,STARTER,1,,F:2/3,,shadow-screen,,YELLOW
2026-07-14,ONON,0,37.92,BOTTOMING,35.18,36.97,35.8967,47.79,WHITE,0,20,0,BREAKOUT,0,1,0,0,25,fails,0,G2 trend;G3 leader,F:1/1,,owner-request,,RED
2026-07-14,ORCL,0,131.54,CAUTION,,,142.7,0.43,WHITE,0,4,0,BREAKDOWN,0,1,0,0,5,fails,0,G1 size;G2 trend;G3 leader;G4 basis,F:3/3,,owner-request,,YELLOW
2026-07-14,PANW,0,330.3,HOLD,281.46,295.82,166.398,93.27,RED,4,10,1,,0,0,0,0,68,STARTER,1,,F:2/3,,owner-request,,NEUTRAL
2026-07-14,PEP,0,138.49,CAUTION,133.82,140.65,142.322,10.14,WHITE,0,8,0,BREAKDOWN,1,1,0,1,17,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,PFE,0,24.48,CAUTION,23.67,24.87,25.8488,15.9,WHITE,0,5,0,BREAKDOWN,1,1,0,1,17,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,RED
2026-07-14,PG,0,148.37,CAUTION,145.66,153.09,144.267,54.33,WHITE,1,2,0,,0,0,0,1,22,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,YELLOW
2026-07-14,PLTR,1,130.04,CAUTION,113.64,119.44,136.12,25.34,WHITE,0,23,0,,0,1,0,0,5,fails,0,G1 size;G2 trend;G3 leader;G4 basis,F:2/2,,holding,,RED
2026-07-14,QCOM,0,183.98,ACCUMULATE,179.02,188.16,131.179,45.32,RED,3,11,1,BREAKOUT,0,0,0,1,44,fails,0,G3 leader,F:3/3,16,owner-request,15,YELLOW
2026-07-14,RBLX,0,55.03,CAUTION,45.96,48.31,46.9007,46.64,WHITE,0,32,0,,0,0,0,0,22,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,RDDT,1,200.93,ACCUMULATE,198.06,208.17,142.753,81.68,RED,3,2,1,BREAKOUT,0,0,0,1,57,fails,0,G3 leader,F:2/2,11,holding,11,RED
2026-07-14,RKLB,0,76.73,BOTTOMING,69.06,72.59,70.4732,39.34,AMBER,2,2,0,BREAKOUT,0,0,0,0,33,fails,0,G2 trend,F:1/3,,owner-request,,YELLOW
2026-07-14,RTX,0,196.39,ACCUMULATE,192.93,202.77,176.191,72.62,RED,4,5,1,BREAKOUT,0,0,0,1,52,fails,0,G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,SCHW,0,102.38,HOLD,90.8,95.44,92.6562,92.35,RED,4,2,1,,0,1,0,0,47,fails,0,G3 leader,F:3/3,,shadow-screen,,RED
2026-07-14,SE,0,110.66,BOTTOMING,109.65,115.25,89.3319,67.11,WHITE,1,35,1,BREAKOUT,0,0,0,1,40,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,SHOP,0,124.74,BOTTOMING,122.22,128.45,112.82,72.36,WHITE,1,23,0,BREAKOUT,1,1,0,1,27,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,SMCI,0,27.66,CAUTION,21.31,22.39,30.7106,14.18,WHITE,0,5,0,,0,0,0,0,13,fails,0,G2 trend;G3 leader;G4 basis,F:3/3,,shadow-screen,,YELLOW
2026-07-14,SNDK,0,1673.97,ACCUMULATE,1632.81,1716.12,638.592,78.57,RED,4,57,1,BREAKOUT,0,0,0,1,75,fails,0,G1 size,F:3/3,,shadow-screen,,YELLOW
2026-07-14,SNOW,0,268.65,HOLD,254.59,267.58,237.448,97.18,RED,4,6,1,BREAKOUT,0,1,0,0,58,fails,0,G3 leader,F:3/3,,owner-request,,NEUTRAL
2026-07-14,SOFI,0,18.13,BOTTOMING,17.53,18.43,17.8915,58.42,WHITE,0,22,0,BREAKOUT,1,0,1,1,18,fails,0,G2 trend;G3 leader,F:2/3,,owner-request,,NEUTRAL
2026-07-14,SPCX,0,139.14,CAUTION,,,158.625,0.48,WHITE,0,2,0,,0,0,0,0,10,fails,0,G1 size;G2 trend;G3 leader;G4 basis;G5 data,F:—,,shadow-screen,,YELLOW
2026-07-14,STX,0,860.66,ACCUMULATE,848.72,892.03,408.74,73.36,RED,4,61,1,BREAKOUT,0,0,0,1,74,STARTER,1,,F:3/3,,shadow-screen,,YELLOW
2026-07-14,T,0,21.55,CAUTION,20.44,21.49,22.6325,18.13,WHITE,0,13,0,BREAKDOWN,0,1,0,0,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,RED
2026-07-14,TER,0,341.11,ACCUMULATE,335.08,352.18,429.866,46.21,RED,3,49,1,BREAKDOWN,0,0,0,1,68,fails,0,G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,TMDX,0,75.74,CAUTION,73.36,77.1,69.2769,46.12,WHITE,0,17,0,BREAKDOWN,0,0,0,0,25,fails,0,G2 trend;G3 leader,F:3/3,,owner-request,,RED
2026-07-14,TMO,0,528.51,BOTTOMING,514.81,541.07,472.719,79.31,WHITE,1,13,1,BREAKOUT,0,0,0,1,47,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,TMUS,0,188.41,CAUTION,183.08,192.42,186.813,38.4,WHITE,0,44,0,,0,0,0,1,22,fails,0,G2 trend;G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,TOST,0,29.96,BOTTOMING,27.55,28.95,28.1072,76.77,WHITE,1,41,0,BREAKOUT,0,0,0,0,30,fails,0,G2 trend;G3 leader,F:2/2,,owner-request,,RED
2026-07-14,TSLA,1,394.76,CAUTION,389.96,409.86,397.921,41.88,WHITE,0,4,0,BREAKDOWN,1,0,1,1,5,fails,0,G1 size;G2 trend;G3 leader;G4 basis,F:1/3,,holding,,NEUTRAL
2026-07-14,TSM,1,421.58,ACCUMULATE,406.03,426.75,435.295,72.78,RED,3,59,1,,0,0,0,0,60,fails,0,G1 size;G4 basis,F:3/3,6,holding,18,YELLOW
2026-07-14,TXN,0,298.57,ACCUMULATE,286.83,301.47,304.037,73.15,RED,4,15,1,,1,1,0,1,53,fails,0,G3 leader;G4 basis,F:3/3,,shadow-screen,,YELLOW
2026-07-14,UBER,0,74.26,BOTTOMING,72.8,76.51,74.2829,44.8,WHITE,0,31,0,BREAKOUT,0,0,0,1,23,fails,0,G2 trend;G3 leader;G4 basis,F:3/3,,owner-request,,RED
2026-07-14,UNH,0,429.09,ACCUMULATE,415.92,437.14,289.068,97.27,RED,4,11,1,BREAKOUT,0,0,0,1,78,CONVICTION,1,,F:3/3,,shadow-screen,,NEUTRAL
2026-07-14,V,0,357.75,ACCUMULATE,340.93,358.32,329.468,97.09,RED,4,3,1,,0,0,0,1,44,fails,0,G3 leader,F:2/2,18,owner-request,16,RED
2026-07-14,VRT,0,305.87,HOLD,258.36,271.54,313.254,64.06,RED,3,58,1,,0,0,0,0,68,fails,0,G4 basis,F:3/3,,owner-request,,YELLOW
2026-07-14,VZ,0,42.68,CAUTION,41.86,44,47.3902,28.38,WHITE,1,2,0,BREAKDOWN,1,1,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,YELLOW
2026-07-14,WDC,0,555.55,HOLD,520.4,546.95,284.844,76.43,RED,4,59,1,BREAKOUT,0,0,0,0,65,fails,0,G1 size,F:3/3,,shadow-screen,,YELLOW
2026-07-14,WFC,0,87.67,ACCUMULATE,84.83,89.16,81.3511,87.69,RED,3,2,1,BREAKOUT,0,0,0,1,52,fails,0,G3 leader,F:2/3,,shadow-screen,,RED
2026-07-14,WMT,0,114.78,CAUTION,111.67,117.36,118.748,30.48,WHITE,0,2,0,BREAKDOWN,1,1,0,1,13,fails,0,G2 trend;G3 leader;G4 basis,F:2/3,,shadow-screen,,RED
2026-07-14,XOM,0,144.51,ACCUMULATE,137.86,144.89,151.03,45.69,RED,3,1,1,BREAKOUT,1,1,0,1,48,fails,0,G3 leader;G4 basis,F:—,,shadow-screen,,RED
2026-07-14,ZETA,0,21.87,ACCUMULATE,21.14,22.22,18.4446,88.03,RED,4,8,1,,1,1,0,1,70,STARTER,1,,F:2/2,,shadow-screen,,RED
2026-07-14,ZS,0,141.82,CAUTION,131.98,138.71,127.394,48.12,WHITE,0,32,0,,0,0,1,0,25,fails,0,G2 trend;G3 leader,F:3/3,,owner-request,,NEUTRAL
